orf_id,Essential,upstream_size,downstream_size,paralagous_count,phyletic_retention,promoter_count(Harbison_et_al),DIP_degree,PI,CAI,Codon_bias,ASP,GLN,GLU,MET,Gravy_score,aromaticity_score,cytoplasm,endosome,ER to Golgi,mitochondrion,nucleolus,nucleus,spindle pole,vacuolar membrane,vacuole
YDR119W,N,386,1015,0,1,36,3,8.23,123,43,30,28,31,21,0.185547,0.102865,0,0,0,0,0,0,0,1,0
YDR120C,N,323,1015,0,5,0,4,9.79,155,105,23,15,39,13,-0.535965,0.082456,0,0,0,0,0,1,0,0,0
YDR121W,N,323,524,0,2,12,5,4.71,125,15,19,15,21,2,-0.882653,0.035714,1,0,0,0,0,1,0,0,0
YDR122W,N,524,659,14,3,39,3,9.36,127,46,50,54,79,34,-0.703665,0.066729,1,0,0,0,0,0,0,0,0
YDR123C,N,846,659,0,1,0,3,6.23,123,47,19,15,20,9,-0.736513,0.046053,0,0,0,0,0,1,0,0,0
YDR124W,N,846,107,0,1,81,0,8.05,92,-119,22,12,25,10,-0.426852,0.08642,0,0,0,0,0,0,0,0,0
YDR125C,N,475,107,1,1,0,0,10.36,129,49,14,12,27,18,-0.404857,0.125828,0,0,0,1,0,0,0,0,0
YDR126W,N,475,239,0,2,30,1,7.33,108,-39,17,9,13,6,0.177381,0.14881,0,0,0,0,0,0,0,0,0
YDR127W,N,239,298,0,2,18,18,6.23,217,213,81,44,110,31,-0.1216,0.077456,1,0,0,0,0,0,0,0,0
YDR128W,N,298,344,0,3,24,10,5.8,117,-28,84,35,72,15,-0.58824,0.106272,0,0,0,0,0,0,0,1,0
YDR129C,N,367,344,0,4,0,6,5.22,234,248,46,26,46,7,-0.280841,0.066978,0,0,0,0,0,0,0,0,0
YDR130C,N,167,367,0,1,0,9,10.6,88,-53,14,15,21,8,-0.868041,0.034364,1,0,0,0,0,1,1,0,0
YDR131C,N,355,167,1,0,0,5,7.06,132,-21,33,15,34,11,-0.272662,0.133094,0,0,0,0,0,0,0,0,1
YDR132C,N,2700,355,1,1,0,4,7.36,132,19,33,15,30,8,-0.438788,0.119192,1,0,0,0,0,1,0,0,0
YDR135C,N,707,2700,8,4,0,1,8.49,149,92,65,56,78,34,0.064158,0.10231,0,0,0,0,0,0,0,1,0
YDR137W,N,707,327,0,1,12,0,5.68,112,-48,39,24,55,14,-0.464857,0.084465,0,0,0,0,0,0,0,0,0
YDR138W,N,327,781,0,1,19,11,5.03,157,61,48,25,76,14,-0.722872,0.107713,0,0,0,0,0,1,0,0,0
YDR139C,N,213,781,0,2,0,2,6.26,111,66,4,5,8,2,-0.197403,0.025974,1,0,0,0,0,0,0,0,0
YDR140W,N,213,97,0,5,11,3,4.81,123,-4,16,8,15,3,-0.10362,0.090498,1,0,0,0,0,1,0,0,0
YDR141C,Y,475,97,0,5,0,3,5.49,127,34,94,45,125,27,-0.06702,0.096584,0,0,0,0,0,0,0,0,0
YDR142C,N,441,475,0,3,0,8,8.34,112,-32,19,13,14,7,-0.276533,0.117333,0,0,0,0,0,0,0,0,0
YDR143C,N,436,441,0,2,0,3,4.93,154,141,35,31,36,3,-1.02639,0.044262,0,0,0,0,0,0,0,0,0
YDR144C,N,636,436,4,1,0,1,4.4,145,64,39,17,23,12,-0.15906,0.100671,0,0,0,0,0,0,0,0,1
YDR145W,Y,636,255,0,3,47,10,10.36,115,29,18,76,33,9,-1.10742,0.046382,0,0,0,0,0,1,0,0,0
YDR146C,N,888,255,1,0,0,12,9.11,143,92,38,34,48,14,-0.908745,0.062059,1,0,0,0,0,1,0,0,0
YDR147W,N,888,439,1,1,75,0,5.69,134,-41,42,17,34,12,-0.487828,0.104869,1,0,0,0,0,0,0,0,0
YDR150W,N,561,303,0,1,41,8,5.18,163,64,170,83,306,53,-0.705604,0.065502,0,0,0,0,0,0,0,0,0
YDR151C,N,550,303,1,4,0,1,8.83,122,-9,15,9,18,3,-0.812308,0.083077,0,0,0,0,0,0,0,0,0
YDR152W,N,550,232,0,3,49,3,4.33,182,152,21,16,44,7,-0.891321,0.075472,1,0,0,0,0,0,0,0,0
YDR153C,N,540,232,0,1,0,0,6.44,0.16,64,42,25,25,5,-1.01168,0.068127,0,0,0,0,0,0,0,0,0
YDR155C,N,524,540,2,5,0,30,7.51,614,714,10,4,7,3,-0.23642,0.111111,1,0,0,0,0,1,0,0,0
YDR156W,N,524,418,0,1,43,1,4.93,152,143,9,7,7,3,-0.383212,0.036496,0,0,0,0,1,0,0,0,0
YDR158W,N,418,422,0,2,0,4,6.7,431,549,21,11,24,4,-0.043562,0.054795,1,0,0,0,0,1,0,0,0
YDR159W,N,422,380,0,3,19,1,9.54,141,31,68,71,88,26,-0.653882,0.082244,0,0,0,0,0,0,0,0,0
YDR160W,Y,380,321,1,1,26,0,9.39,112,8,38,27,37,20,-0.043427,0.126761,0,0,0,0,0,0,0,0,0
YDR161W,N,321,183,0,2,20,0,4.1,122,31,20,22,48,10,-0.268734,0.069767,1,0,0,0,0,1,0,0,0
YDR162C,N,322,183,0,2,0,4,3.84,0.11,-97,27,8,28,5,-0.841525,0.080508,0,0,0,0,0,0,0,0,0
YDR163W,N,322,90,0,3,14,0,9.79,88,-95,7,9,21,3,-1.28343,0.045714,0,0,0,0,0,0,0,0,0
YDR164C,Y,655,90,0,4,0,3,7.3,159,95,46,31,50,8,-0.427486,0.096685,1,0,0,0,0,0,0,0,0
YDR165W,N,655,100,0,4,54,1,6.7,192,82,33,17,26,3,-0.435586,0.099099,0,0,0,0,0,1,0,0,0
YDR166C,Y,227,100,0,2,0,2,5.66,0.16,63,51,57,67,14,-0.408445,0.096807,0,0,0,0,0,0,0,0,0
YDR167W,Y,227,258,0,4,15,25,4.28,96,-72,22,17,15,4,-0.754369,0.072816,0,0,0,0,0,1,0,0,0
YDR168W,Y,258,499,0,3,13,4,4.78,201,0.07,47,23,55,19,-0.751383,0.067194,1,0,0,0,0,0,0,0,0
YDR169C,N,684,499,0,1,0,2,7.53,108,-18,25,23,34,8,-0.805848,0.040936,1,0,0,0,0,0,0,0,0
YDR170C,Y,4398,1469,0,3,0,11,4.51,193,162,152,85,175,39,-0.422698,0.076157,0,0,0,0,0,0,0,0,0
YDR171W,N,4398,575,0,0,188,9,4.84,182,195,23,20,43,4,-1.12667,88,1,0,0,0,0,0,0,0,0
YDR172W,Y,575,183,1,4,47,14,7,315,359,30,53,57,19,-0.797226,0.080292,1,0,0,0,0,0,0,0,0
YDR173C,N,477,183,0,2,0,3,4.41,111,-74,43,9,28,9,-0.641127,0.084507,1,0,0,0,0,1,0,0,0
YDR174W,N,477,342,0,1,42,15,9.29,314,387,17,8,23,1,-0.928862,0.056911,0,0,0,0,1,0,0,0,0
YDR176W,N,299,317,0,3,19,25,4.84,133,22,65,37,60,11,-1.00755,0.054131,0,0,0,0,0,1,0,0,0
YDR177W,Y,317,424,0,4,22,1,4.97,158,94,16,8,18,4,-0.461395,0.074419,1,0,0,0,0,1,0,0,0
YDR178W,N,424,212,1,0,32,1,9.59,194,217,6,3,9,10,-0.037017,0.121547,0,0,0,1,0,0,0,0,0
YDR179C,N,820,212,0,1,0,6,4.88,109,-143,9,7,22,5,-0.584568,0.092593,1,0,0,0,0,0,0,0,0
YDR179W-A,N,820,470,0,1,55,0,8.63,132,-29,26,15,19,10,-0.169546,0.114471,0,0,0,0,0,0,0,0,0
YDR180W,Y,470,133,0,3,34,2,6.82,141,24,95,44,93,27,-0.129873,0.086403,0,0,0,0,0,1,0,0,0
YDR181C,N,226,133,0,1,0,1,10.23,132,35,23,17,46,15,-0.847817,0.043659,1,0,0,0,0,1,0,0,0
YDR182W,Y,226,93,0,3,11,0,10.28,0.12,-38,28,22,17,13,-0.474949,0.130346,0,0,0,0,0,0,0,0,0
YDR183W,N,230,351,0,5,15,0,4.89,126,-51,22,8,22,3,-0.738261,0.078261,1,0,0,0,0,0,0,0,0
YDR184C,N,420,351,0,1,0,4,6.14,156,15,29,14,17,8,-0.791156,0.034014,1,0,0,0,0,1,0,0,0
YDR185C,N,385,420,1,0,0,0,10.3,116,-4,9,3,10,6,-0.503352,0.111732,0,0,0,1,0,0,0,0,0
YDR186C,N,928,385,0,1,0,0,5.07,133,75,72,34,44,17,-0.818358,0.074116,1,0,0,0,0,0,0,0,0
YDR188W,Y,928,330,7,5,71,18,5.65,177,266,42,20,33,13,-0.167582,0.051282,0,0,0,0,0,0,0,0,0
YDR189W,Y,330,211,1,5,21,6,4.94,188,169,46,23,42,11,-0.331081,0.078078,0,0,0,0,0,0,0,0,0
YDR190C,Y,341,211,1,4,0,5,5.7,0.19,201,22,12,43,8,-0.123758,0.041037,0,0,0,0,0,1,0,0,0
YDR191W,N,341,119,1,2,25,0,9.8,123,13,22,12,17,9,-0.372703,0.07027,1,0,0,0,0,1,0,0,0
YDR192C,N,1090,119,0,0,0,20,10.73,92,-2,5,17,5,8,-0.407442,0.088372,0,0,0,0,0,0,0,0,0
YDR195W,N,375,73,0,1,30,8,10.43,149,58,37,18,24,11,-0.706942,0.054409,0,0,0,0,0,1,0,0,0
YDR196C,Y,228,73,0,4,0,1,8.83,121,36,12,11,16,8,-0.194606,0.074689,0,0,0,0,0,0,0,0,0
YDR198C,N,306,135,0,2,0,1,5.1,125,-21,30,9,38,4,-0.25929,0.127349,0,0,0,0,0,0,0,0,0
YDR200C,N,223,306,1,0,0,8,7.47,121,11,34,35,42,12,-0.723013,0.039735,1,0,0,0,0,0,0,0,0
YDR201W,Y,223,83,0,1,19,15,4.59,156,161,15,8,20,8,-0.740606,0.024242,0,0,0,0,0,0,1,0,0
YDR202C,N,183,83,0,1,0,0,6.27,141,97,18,21,24,11,-0.204274,0.071225,0,0,0,0,0,0,0,0,0
YDR205W,N,201,533,0,3,12,2,7.76,116,-0.01,28,16,23,12,0.337845,0.100829,0,0,0,0,0,0,0,0,0
YDR206W,N,533,303,1,1,38,5,9.75,117,-26,39,52,37,32,-0.374095,0.106335,0,0,0,0,0,0,0,0,0
YDR207C,N,701,303,0,1,0,10,10.32,145,123,48,33,31,10,-1.05502,0.047847,0,0,0,0,0,1,0,0,0
YDR208W,Y,701,510,0,4,58,0,10.13,143,52,53,27,34,16,-0.799872,0.079589,1,0,0,0,0,0,0,0,0
YDR210W,N,510,13425,0,0,30,0,4.03,0.29,406,2,21,3,1,-1.00133,0.12,0,0,0,0,0,0,0,0,0
YDR211W,Y,13425,366,0,4,88,10,4.48,198,127,69,23,53,16,-0.398736,0.08427,1,0,0,0,0,0,0,0,0
YDR212W,Y,366,839,7,5,22,16,6.45,244,257,37,16,36,13,-0.035063,0.035778,0,0,0,0,0,0,0,0,0
YDR213W,N,839,382,2,0,69,0,5.9,123,55,48,82,51,28,-0.528587,0.05586,0,0,0,0,0,1,0,0,0
YDR214W,N,382,1106,0,4,14,17,7.52,0.17,132,15,14,30,2,-0.5,0.105714,1,0,0,0,0,0,0,0,0
YDR216W,N,1106,544,0,2,42,17,6.71,154,47,86,37,75,29,-0.497657,0.09675,1,0,0,0,0,0,0,0,0
YDR217C,N,300,544,0,2,0,3,5.06,121,-6,87,51,120,20,-0.744691,0.066463,1,0,0,0,0,1,0,0,0
YDR218C,N,402,300,6,1,0,4,5.76,144,-9,39,13,28,5,-0.663357,0.068558,0,0,0,0,0,0,0,0,0
YDR221W,N,477,615,0,3,9,1,4.6,152,71,54,26,68,10,-0.55755,0.089744,0,0,0,0,0,0,0,0,0
YDR222W,N,615,797,2,0,51,0,8.41,185,116,25,17,20,8,-0.379277,0.118072,0,0,0,0,0,0,0,0,0
YDR223W,N,797,814,0,0,42,1,4.66,104,-98,46,5,36,3,-0.817987,0.062099,0,0,0,0,0,0,0,0,0
YDR224C,Y,817,814,1,4,0,23,10.92,658,714,3,4,8,2,-0.7,0.053435,0,0,0,0,0,1,0,0,0
YDR225W,N,817,557,1,3,67,28,11.43,654,727,3,6,5,1,-0.315909,0.030303,0,0,0,0,0,0,0,0,1
YDR227W,N,416,278,0,1,18,15,9.77,136,14,77,57,108,20,-0.883579,0.047128,0,0,0,0,0,0,0,0,0
YDR228C,Y,978,278,0,3,0,9,7.81,169,125,32,51,40,10,-0.705272,0.07508,0,0,0,0,0,1,0,0,0
YDR229W,N,978,146,0,1,66,6,4.74,107,-34,39,20,33,7,-0.874172,0.05298,0,0,0,0,0,0,0,1,0
YDR233C,N,771,371,0,2,0,1,9.64,398,455,7,22,17,3,-0.164746,0.098305,0,0,0,0,0,0,0,0,0
YDR234W,N,771,293,3,2,55,0,7.36,0.2,232,33,25,41,9,-0.210678,0.067821,0,0,0,1,0,0,0,0,0
YDR235W,Y,293,97,0,1,19,6,8.08,131,7,26,25,40,10,-0.314706,0.154412,0,0,0,0,0,1,0,0,0
YDR238C,Y,240,401,0,4,0,7,5.42,218,209,63,34,73,20,-0.110997,0.062693,0,0,0,0,0,0,0,0,0
YDR239C,N,253,240,0,1,0,1,6.53,123,3,58,26,52,6,-0.912961,0.050826,1,0,0,0,0,0,0,0,0
YDR240C,Y,1654,253,0,1,0,10,10.1,121,38,19,32,27,11,-0.555081,0.097561,0,0,0,0,0,1,0,0,0
YDR242W,N,1654,61,0,2,78,0,5.15,134,68,37,15,30,13,-0.200911,0.089253,0,0,0,0,0,0,0,0,0
YDR243C,Y,278,61,17,2,0,2,9.36,162,104,33,26,44,13,-0.484524,0.068027,1,0,0,0,0,1,0,0,0
YDR244W,N,278,398,1,3,15,1,4.79,114,-11,34,39,54,18,-0.715686,0.083333,0,0,0,0,0,0,0,0,0
YDR245W,N,398,306,0,2,22,5,6.87,127,0.04,22,11,31,10,-0.614249,0.147583,0,0,0,0,0,0,0,0,0
YDR246W,Y,306,185,0,3,23,2,9.54,125,66,11,13,9,8,-0.482192,0.09589,0,0,0,0,0,0,0,0,0
YDR247W,N,679,359,1,0,55,7,6.88,169,96,29,9,27,11,-0.386768,0.091106,1,0,0,0,0,0,0,0,0
YDR248C,N,341,359,0,3,0,0,7.17,161,46,17,3,15,6,-0.395855,0.082902,1,0,0,0,0,0,0,0,0
YDR249C,N,811,341,0,1,0,1,9.12,115,-55,20,13,19,8,-0.196515,0.128686,0,0,0,0,0,0,0,0,0
YDR251W,N,811,305,1,0,40,0,8.78,126,21,41,59,40,18,-0.620482,0.073494,0,0,0,0,0,0,0,0,0
YDR252W,N,305,128,1,0,19,3,9.2,121,-23,5,11,10,4,-0.70604,0.040268,1,0,0,0,0,0,0,0,0
YDR253C,N,547,128,1,1,0,1,10.67,122,-24,11,9,11,1,-0.972775,0.031414,1,0,0,0,0,1,0,0,0
YDR254W,N,547,67,0,2,34,2,9.46,104,-63,26,12,28,10,-0.311572,0.106987,0,0,0,0,0,0,0,0,0
YDR255C,N,310,67,0,4,0,0,8.26,137,-0.02,21,17,34,9,-0.506413,0.099762,0,0,0,0,0,0,0,0,0
YDR256C,N,309,310,1,3,0,4,7.46,159,65,31,33,23,8,-0.631456,0.118447,0,0,0,0,0,0,0,0,0
YDR257C,N,333,309,0,3,0,0,4.8,171,105,30,15,57,11,-0.41498,0.076923,0,0,0,0,0,1,0,0,0
YDR259C,N,934,387,0,0,0,21,9.36,0.13,8,18,23,26,9,-1.0705,0.049608,0,0,0,0,0,0,0,0,0
YDR260C,N,291,934,0,1,0,7,4.96,86,-0.02,12,8,13,5,-0.995294,0.094118,0,0,0,0,0,0,0,0,0
YDR261C,N,13924,291,2,1,0,0,5.1,0.15,72,33,23,27,4,-0.303203,0.128114,0,0,0,0,0,0,0,0,0
YDR262W,N,13924,289,0,1,152,0,5.15,118,-1,17,10,20,4,-0.346324,0.084559,0,0,0,0,0,0,0,0,1
YDR264C,N,540,494,1,3,0,10,5.53,133,42,46,21,40,14,-0.008377,0.112565,0,0,0,0,0,0,0,0,0
YDR265W,N,540,226,0,3,38,0,9.88,138,92,10,16,21,11,-0.224926,0.106825,0,0,0,0,0,0,0,0,0
YDR266C,N,486,226,0,5,0,4,9.46,171,119,31,27,40,7,-0.84194,0.084507,1,0,0,0,0,0,0,0,0
YDR267C,Y,501,486,0,3,0,6,4.44,134,79,32,6,27,3,-0.273333,0.112121,1,0,0,0,0,0,0,0,0
YDR270W,N,531,320,3,3,49,1,4.89,135,74,51,22,62,26,0.213446,0.079681,0,0,0,0,0,0,0,0,0
YDR272W,N,320,341,1,3,19,0,6.13,154,27,20,6,24,7,-0.658394,0.080292,1,0,0,0,0,1,0,0,0
YDR273W,N,341,978,0,0,19,2,4.59,136,0.04,23,10,45,3,-0.755342,0.046575,0,0,0,0,0,0,0,0,0
YDR275W,N,978,516,0,0,38,1,5.1,116,-5,14,3,19,7,-0.043404,0.085106,0,0,0,0,0,0,0,0,0
YDR276C,N,757,516,0,2,0,7,4.02,338,342,4,1,0,2,1.31636,0.127273,0,0,0,0,0,0,0,0,0
YDR277C,N,3665,757,1,1,0,9,9.79,115,3,21,22,25,11,-0.666051,0.069284,0,0,0,0,0,0,0,0,0
YDR279W,N,3665,326,0,1,223,5,7.56,126,-52,18,7,24,6,-0.494571,0.097143,0,0,0,0,0,1,0,0,0
YDR280W,Y,326,342,0,4,14,4,4.83,136,68,19,10,29,8,-0.124262,0.062295,0,0,0,0,1,1,0,0,0
YDR281C,N,1189,342,0,0,0,1,4.42,81,-71,6,5,11,4,125,0.086538,0,0,0,0,0,0,0,0,1
YDR282C,N,314,1189,1,2,0,0,6.13,107,-11,27,12,30,9,-0.414734,0.082126,0,0,0,0,0,0,0,0,0
YDR283C,N,500,314,0,4,0,12,6.31,138,25,114,65,113,37,-0.484991,0.092224,1,0,0,0,0,0,0,0,0
YDR284C,N,1016,500,0,4,0,6,6.42,156,131,17,7,12,9,0.161938,0.138408,0,0,0,0,0,0,0,1,0
YDR285W,N,1016,167,0,1,59,4,6.81,146,22,48,57,98,16,-1.03691,0.036571,0,0,0,0,0,0,0,0,0
YDR286C,N,419,167,0,1,0,0,8.07,134,22,10,2,8,2,-0.418421,0.087719,0,0,0,0,0,0,0,0,0
YDR287W,N,419,321,1,1,29,1,5.49,123,61,11,7,23,7,-0.132192,0.10274,0,0,0,0,0,0,0,0,0
YDR288W,Y,321,173,0,2,27,0,5.12,122,-0.01,19,9,26,7,-0.320132,0.062706,1,0,0,0,0,1,0,0,0
YDR291W,N,218,184,0,3,0,0,6.65,141,51,62,43,86,26,-0.337883,0.092851,0,0,0,0,0,1,0,0,0
YDR292C,Y,628,184,0,5,0,3,7.17,149,41,42,35,33,11,-0.482931,0.080515,0,0,0,0,0,0,0,0,0
YDR293C,N,1066,628,1,2,0,3,7.67,186,174,74,67,76,16,-0.70192,0.0672,1,0,0,0,0,0,0,0,0
YDR294C,N,394,1066,0,1,0,0,8.04,161,115,29,15,29,18,-0.106791,0.098472,0,0,0,0,0,0,0,0,0
YDR295C,N,564,394,0,1,0,8,9.3,128,1,39,33,47,9,-0.705193,0.068249,0,0,0,0,0,1,0,0,0
YDR297W,N,658,575,0,2,76,24,8.95,209,224,12,12,22,14,-0.10659,0.154728,0,0,0,0,0,0,0,0,0
YDR299W,Y,812,273,0,3,81,6,4.51,206,147,48,24,68,4,-1.03352,0.061798,0,0,0,0,1,0,0,0,0
YDR300C,N,560,273,1,3,0,3,6.75,198,0.17,31,14,23,10,-0.222663,0.053738,1,0,0,0,0,0,0,0,0
YDR301W,Y,560,305,0,4,47,17,5.75,153,73,90,47,83,32,-0.265144,0.086957,0,0,0,0,0,1,0,0,0
YDR302W,Y,305,338,0,2,20,0,10.19,147,0.02,9,4,2,4,0.43516,0.164384,0,0,0,0,0,0,0,0,0
YDR303C,Y,493,338,1,2,0,1,8.02,154,76,41,45,53,17,-0.340565,0.089266,0,0,0,0,0,1,0,0,0
YDR304C,N,188,493,2,2,0,1,5.4,261,306,16,7,16,7,-0.282667,0.102222,0,0,0,0,0,0,0,0,1
YDR305C,N,246,188,0,4,0,1,9.92,157,91,15,12,10,4,-0.546083,0.087558,1,0,0,1,0,1,0,0,0
YDR306C,N,693,246,0,2,0,6,8.66,124,18,22,13,28,9,-0.301883,0.100418,0,0,0,0,0,0,0,0,0
YDR307W,N,693,173,0,1,43,19,6.77,137,53,31,26,33,10,0.069335,0.166163,0,0,0,0,0,0,0,0,0
YDR308C,Y,598,173,0,3,0,9,4.75,144,26,13,8,14,4,-0.506428,0.035714,0,0,0,0,0,1,0,0,0
YDR309C,N,928,598,0,1,0,17,10.28,152,134,20,16,20,5,-0.933681,0.070496,1,0,0,0,0,0,0,0,0
YDR310C,N,749,928,0,1,0,2,6.11,134,51,71,34,79,23,-0.813748,0.046139,0,0,0,0,0,1,0,0,0
YDR311W,Y,749,587,0,3,71,26,6.89,192,149,47,26,42,18,-0.651558,0.05919,0,0,0,0,0,1,0,0,0
YDR312W,N,587,276,1,2,53,1,9.79,0.16,68,32,22,43,12,-0.892715,0.039735,0,0,0,0,1,1,0,0,0
YDR313C,N,353,276,0,3,0,1,5.77,0.12,-36,19,13,24,4,-0.704545,0.076923,0,1,0,0,0,0,0,0,0
YDR314C,N,229,353,0,0,0,1,10.25,143,-5,44,28,46,15,-0.648266,0.109827,0,0,0,0,0,1,0,0,0
YDR315C,N,176,229,0,1,0,4,7.82,119,-91,20,7,10,5,-0.285053,0.106762,0,0,0,0,0,0,0,0,0
YDR317W,N,7005,329,0,1,110,1,9.75,133,0.04,16,10,27,8,-0.296377,0.113527,0,0,0,0,0,0,0,0,0
YDR318W,N,329,55,0,1,27,42,4.74,132,-25,37,17,34,6,-0.441848,0.089674,0,0,0,0,0,1,1,0,0
YDR319C,N,267,55,0,2,0,3,8.41,118,-13,5,8,9,7,0.625912,0.171533,0,0,0,0,0,0,0,0,0
YDR320C,N,178,267,0,4,0,2,5,151,39,56,15,47,14,-0.71018,0.070359,0,0,0,0,0,0,0,0,0
YDR321W,N,203,741,4,1,14,6,5.16,221,202,23,15,19,7,-0.067192,0.073491,0,0,0,0,0,0,0,0,0
YDR323C,N,405,186,0,3,0,0,8.4,128,7,31,17,34,11,-0.527573,0.064078,0,1,0,0,0,0,0,0,0
YDR324C,Y,360,405,0,4,0,6,6.52,169,95,57,25,45,12,-0.402835,0.076031,0,0,0,0,1,0,0,0,0
YDR325W,Y,360,375,0,4,26,0,4.61,132,0.03,81,36,90,18,-0.305314,0.068599,0,0,0,0,1,1,0,0,0
YDR326C,N,508,375,1,1,0,2,7.47,146,3,104,44,68,21,-0.701321,0.072323,0,0,0,0,0,0,0,0,0
YDR328C,Y,251,508,0,3,0,37,4.19,193,243,26,3,22,5,-0.947423,0.056701,1,0,0,0,0,1,0,0,0
YDR329C,N,276,251,0,1,0,1,6.29,98,-6,19,33,30,10,-0.349887,0.090703,0,0,0,0,0,0,0,0,0
YDR330W,N,276,213,0,4,20,1,4.38,0.16,114,41,28,48,10,-0.7212,72,1,0,0,0,0,1,0,0,0
YDR331W,Y,213,177,0,5,10,59,4.84,129,22,37,11,21,11,-0.248662,0.119221,0,0,0,0,0,0,0,0,0
YDR332W,N,177,189,0,2,7,1,9.49,118,-37,48,28,35,17,-0.313062,0.081277,0,0,0,1,0,0,0,0,0
YDR333C,N,500,189,0,4,0,1,5.45,154,58,56,40,49,17,-0.583264,0.096819,1,0,0,0,0,0,0,0,0
YDR334W,N,500,690,11,3,37,0,6.17,145,56,120,72,132,24,-0.753104,0.07926,0,0,0,0,0,1,0,0,0
YDR335W,N,690,249,0,3,54,22,5.07,154,55,88,44,83,34,-0.180229,0.104575,1,0,0,0,0,1,0,0,0
YDR336W,N,249,282,0,1,8,0,10.46,129,63,15,8,14,6,-0.350955,0.079618,0,0,0,0,0,0,0,0,0
YDR338C,N,484,199,1,3,0,0,5.07,118,0.05,33,19,41,15,0.156978,0.119424,0,0,0,0,0,0,0,0,0
YDR339C,Y,1282,484,0,4,0,1,10.64,154,105,11,9,6,5,-0.371429,0.063492,0,0,0,0,0,0,0,0,0
YDR341C,Y,589,1282,1,4,0,2,6.77,285,0.3,34,24,50,19,-0.318946,0.102142,0,0,0,0,0,0,0,0,0
YDR345C,N,2553,1636,23,1,0,2,7.01,494,588,19,18,22,25,0.318695,0.144621,0,0,0,0,0,0,0,0,1
YDR346C,N,518,2553,2,2,0,0,4.26,254,241,34,11,64,9,-0.635343,0.097713,1,0,0,0,0,1,0,0,0
YDR348C,N,560,182,0,2,0,4,10.32,146,76,36,20,23,5,-1.13146,0.06012,0,0,0,0,0,0,0,0,0
YDR349C,N,2161,560,0,1,0,1,4.63,116,47,30,17,21,11,-0.021812,0.098993,1,0,0,0,0,0,0,0,0
YDR351W,N,491,540,1,0,39,1,8.32,111,-61,48,40,58,24,-0.616898,0.074074,0,0,0,0,0,0,0,0,0
YDR352W,N,540,544,0,1,38,0,4.75,104,25,11,14,19,3,0.054574,0.116719,0,0,0,0,0,0,0,1,0
YDR353W,Y,544,488,1,2,49,7,5.8,315,403,15,8,24,9,-0.158307,0.068966,1,0,0,0,0,1,0,0,0
YDR354W,N,488,217,0,2,36,0,6.65,142,139,19,7,22,6,-45,0.073684,1,0,0,0,0,1,0,0,0
YDR356W,Y,217,257,4,1,10,8,7.08,153,29,71,40,123,16,-1.2196,0.043432,0,0,0,0,0,0,1,0,0
YDR357C,N,491,257,0,1,0,3,4.87,136,-15,11,5,10,4,-0.670492,0.065574,0,0,0,0,0,0,0,0,0
YDR358W,N,491,273,1,0,23,0,5.36,141,75,41,28,41,9,-0.57289,0.05386,1,0,0,0,0,0,0,0,0
YDR359C,N,526,273,0,2,0,3,9.78,117,34,54,69,74,20,-0.870774,0.058045,0,0,0,0,0,0,0,0,0
YDR361C,Y,415,526,0,4,0,3,4.53,212,0.12,29,6,30,5,-0.692933,0.095406,1,0,0,0,0,1,0,0,0
YDR362C,Y,485,415,0,2,0,2,6.57,0.11,-26,47,13,40,8,-0.315923,0.08631,0,0,0,0,0,1,0,0,0
YDR363W,N,485,1574,0,1,32,2,4.79,144,0.03,40,16,51,14,-0.91886,0.063596,1,0,0,0,0,1,0,0,0
YDR364C,N,286,445,0,3,0,3,7.2,136,-14,37,16,26,3,-0.844176,0.103297,1,0,0,0,0,1,0,0,0
YDR365C,Y,6054,286,0,5,0,15,4.99,229,125,70,17,76,12,-1.29984,0.068471,0,0,0,0,1,1,0,0,0
YDR367W,Y,11,289,0,2,0,0,8.06,158,142,8,9,8,4,0.317647,0.144796,0,0,0,0,0,0,0,0,0
YDR368W,N,289,173,5,1,17,1,7.13,0.26,293,16,8,21,5,-0.185897,0.080128,1,0,0,0,0,1,0,0,0
YDR369C,N,201,173,0,1,0,6,8.31,0.14,29,50,19,65,18,-0.663466,0.067916,1,0,0,0,0,1,0,0,0
YDR370C,N,302,201,0,1,0,1,8.26,121,-19,22,10,30,11,-0.408597,0.08371,1,0,0,0,0,0,0,0,0
YDR371W,N,302,163,0,2,20,1,8.34,137,-53,30,13,28,11,-0.478865,0.138943,1,0,0,0,0,0,0,0,0
YDR372C,N,609,163,0,3,0,4,4.85,183,181,25,7,32,10,-0.330725,0.066667,1,0,0,0,0,1,0,0,0
YDR373W,Y,609,142,0,4,43,3,4.73,0.15,29,17,5,15,7,-0.378947,0.131579,0,0,0,0,0,0,0,0,0
YDR374C,N,771,142,0,3,0,1,9.79,164,54,16,10,22,4,-0.816993,0.117647,0,0,0,0,0,0,0,0,0
YDR378C,N,446,432,0,3,0,21,5.85,126,42,3,2,6,3,-0.152326,0.081395,0,0,0,0,0,0,0,0,0
YDR379W,N,446,81,1,1,33,1,7.81,116,-29,73,36,63,13,-0.76333,0.047572,1,0,0,0,0,0,0,0,0
YDR380W,N,700,432,4,1,41,2,6.51,0.16,88,35,24,35,14,-0.215905,0.102362,1,0,0,0,0,0,0,0,0
YDR381W,Y,432,307,0,2,42,18,11.9,282,436,11,9,11,5,-0.951327,0.030973,0,0,0,0,0,1,0,0,0
